Active Voters,Total Ballots,Contest Name,Choice Name,Total Votes,Party,Precinct Name
744,418,City of Boulder Council Candidates,Bob Yates,180,,2181007826
744,418,City of Boulder Council Candidates,Aaron Brockett,157,,2181007826
744,418,City of Boulder Council Candidates,Julianne McCabe,54,,2181007826
744,418,City of Boulder Council Candidates,Bill Rigler,90,,2181007826
744,418,City of Boulder Council Candidates,Tim Plass,126,,2181007826
744,418,City of Boulder Council Candidates,Cindy Carlisle,142,,2181007826
744,418,City of Boulder Council Candidates,Suzanne Jones,184,,2181007826
744,418,City of Boulder Council Candidates,Michael Kruteck,135,,2181007826
744,418,City of Boulder Council Candidates,Comrade Keith Percy,6,,2181007826
744,418,City of Boulder Council Candidates,Jyotsna Raj,100,,2181007826
744,418,City of Boulder Council Candidates,Jan Burton,129,,2181007826
744,418,City of Boulder Council Candidates,Don Cote,65,,2181007826
792,401,City of Boulder Council Candidates,Jared Kaszuba,24,,2181007827
792,401,City of Boulder Council Candidates,Lisa Morzel,152,,2181007827
792,401,City of Boulder Council Candidates,Leonard May,78,,2181007827
792,401,City of Boulder Council Candidates,Edward Jabari,28,,2181007827
792,401,City of Boulder Council Candidates,Cha Cha Spinrad,43,,2181007827
792,401,City of Boulder Council Candidates,Bob Yates,171,,2181007827
792,401,City of Boulder Council Candidates,Aaron Brockett,146,,2181007827
792,401,City of Boulder Council Candidates,Julianne McCabe,39,,2181007827
792,401,City of Boulder Council Candidates,Bill Rigler,96,,2181007827
792,401,City of Boulder Council Candidates,Tim Plass,133,,2181007827
792,401,City of Boulder Council Candidates,Cindy Carlisle,127,,2181007827
792,401,City of Boulder Council Candidates,Suzanne Jones,158,,2181007827
792,401,City of Boulder Council Candidates,Michael Kruteck,105,,2181007827
792,401,City of Boulder Council Candidates,Comrade Keith Percy,17,,2181007827
792,401,City of Boulder Council Candidates,Jyotsna Raj,82,,2181007827
792,401,City of Boulder Council Candidates,Jan Burton,134,,2181007827
792,401,City of Boulder Council Candidates,Don Cote,48,,2181007827
584,227,City of Boulder Council Candidates,Jared Kaszuba,14,,2181007828
584,227,City of Boulder Council Candidates,Lisa Morzel,78,,2181007828
584,227,City of Boulder Council Candidates,Leonard May,56,,2181007828
584,227,City of Boulder Council Candidates,Edward Jabari,27,,2181007828
584,227,City of Boulder Council Candidates,Cha Cha Spinrad,21,,2181007828
584,227,City of Boulder Council Candidates,Bob Yates,86,,2181007828
584,227,City of Boulder Council Candidates,Aaron Brockett,84,,2181007828
584,227,City of Boulder Council Candidates,Julianne McCabe,33,,2181007828
584,227,City of Boulder Council Candidates,Bill Rigler,38,,2181007828
584,227,City of Boulder Council Candidates,Tim Plass,59,,2181007828
584,227,City of Boulder Council Candidates,Cindy Carlisle,71,,2181007828
584,227,City of Boulder Council Candidates,Suzanne Jones,99,,2181007828
584,227,City of Boulder Council Candidates,Michael Kruteck,65,,2181007828
584,227,City of Boulder Council Candidates,Comrade Keith Percy,4,,2181007828
584,227,City of Boulder Council Candidates,Jyotsna Raj,43,,2181007828
584,227,City of Boulder Council Candidates,Jan Burton,44,,2181007828
584,227,City of Boulder Council Candidates,Don Cote,35,,2181007828
657,234,City of Boulder Council Candidates,Jared Kaszuba,20,,2181007829
657,234,City of Boulder Council Candidates,Lisa Morzel,78,,2181007829
657,234,City of Boulder Council Candidates,Leonard May,46,,2181007829
657,234,City of Boulder Council Candidates,Edward Jabari,18,,2181007829
657,234,City of Boulder Council Candidates,Cha Cha Spinrad,27,,2181007829
657,234,City of Boulder Council Candidates,Bob Yates,79,,2181007829
657,234,City of Boulder Council Candidates,Aaron Brockett,59,,2181007829
657,234,City of Boulder Council Candidates,Julianne McCabe,40,,2181007829
657,234,City of Boulder Council Candidates,Bill Rigler,42,,2181007829
657,234,City of Boulder Council Candidates,Tim Plass,53,,2181007829
657,234,City of Boulder Council Candidates,Cindy Carlisle,67,,2181007829
657,234,City of Boulder Council Candidates,Suzanne Jones,75,,2181007829
657,234,City of Boulder Council Candidates,Michael Kruteck,51,,2181007829
657,234,City of Boulder Council Candidates,Comrade Keith Percy,17,,2181007829
657,234,City of Boulder Council Candidates,Jyotsna Raj,49,,2181007829
657,234,City of Boulder Council Candidates,Jan Burton,49,,2181007829
657,234,City of Boulder Council Candidates,Don Cote,25,,2181007829
589,118,City of Boulder Council Candidates,Jared Kaszuba,9,,2181007830
589,118,City of Boulder Council Candidates,Lisa Morzel,46,,2181007830
589,118,City of Boulder Council Candidates,Leonard May,13,,2181007830
589,118,City of Boulder Council Candidates,Edward Jabari,7,,2181007830
589,118,City of Boulder Council Candidates,Cha Cha Spinrad,13,,2181007830
589,118,City of Boulder Council Candidates,Bob Yates,32,,2181007830
589,118,City of Boulder Council Candidates,Aaron Brockett,31,,2181007830
589,118,City of Boulder Council Candidates,Julianne McCabe,12,,2181007830
589,118,City of Boulder Council Candidates,Bill Rigler,25,,2181007830
589,118,City of Boulder Council Candidates,Tim Plass,31,,2181007830
589,118,City of Boulder Council Candidates,Cindy Carlisle,25,,2181007830
589,118,City of Boulder Council Candidates,Suzanne Jones,43,,2181007830
589,118,City of Boulder Council Candidates,Michael Kruteck,20,,2181007830
589,118,City of Boulder Council Candidates,Comrade Keith Percy,9,,2181007830
589,118,City of Boulder Council Candidates,Jyotsna Raj,19,,2181007830
589,118,City of Boulder Council Candidates,Jan Burton,26,,2181007830
589,118,City of Boulder Council Candidates,Don Cote,12,,2181007830
715,191,City of Boulder Council Candidates,Jared Kaszuba,17,,2181007831
715,191,City of Boulder Council Candidates,Lisa Morzel,67,,2181007831
715,191,City of Boulder Council Candidates,Leonard May,34,,2181007831
715,191,City of Boulder Council Candidates,Edward Jabari,14,,2181007831
715,191,City of Boulder Council Candidates,Cha Cha Spinrad,22,,2181007831
715,191,City of Boulder Council Candidates,Bob Yates,65,,2181007831
715,191,City of Boulder Council Candidates,Aaron Brockett,57,,2181007831
715,191,City of Boulder Council Candidates,Julianne McCabe,27,,2181007831
715,191,City of Boulder Council Candidates,Bill Rigler,37,,2181007831
715,191,City of Boulder Council Candidates,Tim Plass,44,,2181007831
715,191,City of Boulder Council Candidates,Cindy Carlisle,53,,2181007831
715,191,City of Boulder Council Candidates,Suzanne Jones,55,,2181007831
715,191,City of Boulder Council Candidates,Michael Kruteck,34,,2181007831
715,191,City of Boulder Council Candidates,Comrade Keith Percy,10,,2181007831
715,191,City of Boulder Council Candidates,Jyotsna Raj,44,,2181007831
715,191,City of Boulder Council Candidates,Jan Burton,41,,2181007831
715,191,City of Boulder Council Candidates,Don Cote,23,,2181007831
288,126,City of Boulder Council Candidates,Jared Kaszuba,9,,2181007832
288,126,City of Boulder Council Candidates,Lisa Morzel,33,,2181007832
288,126,City of Boulder Council Candidates,Leonard May,17,,2181007832
288,126,City of Boulder Council Candidates,Edward Jabari,13,,2181007832
288,126,City of Boulder Council Candidates,Cha Cha Spinrad,15,,2181007832
288,126,City of Boulder Council Candidates,Bob Yates,44,,2181007832
288,126,City of Boulder Council Candidates,Aaron Brockett,52,,2181007832
288,126,City of Boulder Council Candidates,Julianne McCabe,21,,2181007832
288,126,City of Boulder Council Candidates,Bill Rigler,27,,2181007832
288,126,City of Boulder Council Candidates,Tim Plass,36,,2181007832
288,126,City of Boulder Council Candidates,Cindy Carlisle,17,,2181007832
288,126,City of Boulder Council Candidates,Suzanne Jones,46,,2181007832
288,126,City of Boulder Council Candidates,Michael Kruteck,37,,2181007832
288,126,City of Boulder Council Candidates,Comrade Keith Percy,13,,2181007832
288,126,City of Boulder Council Candidates,Jyotsna Raj,21,,2181007832
288,126,City of Boulder Council Candidates,Jan Burton,38,,2181007832
288,126,City of Boulder Council Candidates,Don Cote,25,,2181007832
600,112,City of Boulder Council Candidates,Jared Kaszuba,8,,2181007833
600,112,City of Boulder Council Candidates,Lisa Morzel,39,,2181007833
600,112,City of Boulder Council Candidates,Leonard May,14,,2181007833
600,112,City of Boulder Council Candidates,Edward Jabari,10,,2181007833
600,112,City of Boulder Council Candidates,Cha Cha Spinrad,27,,2181007833
600,112,City of Boulder Council Candidates,Bob Yates,40,,2181007833
600,112,City of Boulder Council Candidates,Aaron Brockett,29,,2181007833
600,112,City of Boulder Council Candidates,Julianne McCabe,14,,2181007833
600,112,City of Boulder Council Candidates,Bill Rigler,20,,2181007833
600,112,City of Boulder Council Candidates,Tim Plass,22,,2181007833
600,112,City of Boulder Council Candidates,Cindy Carlisle,26,,2181007833
600,112,City of Boulder Council Candidates,Suzanne Jones,42,,2181007833
600,112,City of Boulder Council Candidates,Michael Kruteck,30,,2181007833
600,112,City of Boulder Council Candidates,Comrade Keith Percy,10,,2181007833
600,112,City of Boulder Council Candidates,Jyotsna Raj,20,,2181007833
600,112,City of Boulder Council Candidates,Jan Burton,20,,2181007833
600,112,City of Boulder Council Candidates,Don Cote,15,,2181007833
695,24,City of Boulder Council Candidates,Jared Kaszuba,3,,2181007834
695,24,City of Boulder Council Candidates,Lisa Morzel,9,,2181007834
695,24,City of Boulder Council Candidates,Leonard May,9,,2181007834
695,24,City of Boulder Council Candidates,Edward Jabari,2,,2181007834
695,24,City of Boulder Council Candidates,Cha Cha Spinrad,4,,2181007834
695,24,City of Boulder Council Candidates,Bob Yates,13,,2181007834
695,24,City of Boulder Council Candidates,Aaron Brockett,2,,2181007834
695,24,City of Boulder Council Candidates,Julianne McCabe,3,,2181007834
695,24,City of Boulder Council Candidates,Bill Rigler,4,,2181007834
695,24,City of Boulder Council Candidates,Tim Plass,6,,2181007834
695,24,City of Boulder Council Candidates,Cindy Carlisle,3,,2181007834
695,24,City of Boulder Council Candidates,Suzanne Jones,8,,2181007834
695,24,City of Boulder Council Candidates,Michael Kruteck,4,,2181007834
695,24,City of Boulder Council Candidates,Comrade Keith Percy,6,,2181007834
695,24,City of Boulder Council Candidates,Jyotsna Raj,4,,2181007834
695,24,City of Boulder Council Candidates,Jan Burton,2,,2181007834
695,24,City of Boulder Council Candidates,Don Cote,2,,2181007834
401,38,City of Boulder Council Candidates,Jared Kaszuba,0,,2181007835
401,38,City of Boulder Council Candidates,Lisa Morzel,5,,2181007835
401,38,City of Boulder Council Candidates,Leonard May,7,,2181007835
401,38,City of Boulder Council Candidates,Edward Jabari,6,,2181007835
401,38,City of Boulder Council Candidates,Cha Cha Spinrad,6,,2181007835
401,38,City of Boulder Council Candidates,Bob Yates,9,,2181007835
401,38,City of Boulder Council Candidates,Aaron Brockett,16,,2181007835
401,38,City of Boulder Council Candidates,Julianne McCabe,7,,2181007835
401,38,City of Boulder Council Candidates,Bill Rigler,6,,2181007835
401,38,City of Boulder Council Candidates,Tim Plass,5,,2181007835
401,38,City of Boulder Council Candidates,Cindy Carlisle,11,,2181007835
401,38,City of Boulder Council Candidates,Suzanne Jones,7,,2181007835
401,38,City of Boulder Council Candidates,Michael Kruteck,7,,2181007835
401,38,City of Boulder Council Candidates,Comrade Keith Percy,2,,2181007835
401,38,City of Boulder Council Candidates,Jyotsna Raj,8,,2181007835
401,38,City of Boulder Council Candidates,Jan Burton,9,,2181007835
401,38,City of Boulder Council Candidates,Don Cote,5,,2181007835
465,196,City of Boulder Council Candidates,Jared Kaszuba,17,,2181007836
465,196,City of Boulder Council Candidates,Lisa Morzel,56,,2181007836
465,196,City of Boulder Council Candidates,Leonard May,31,,2181007836
465,196,City of Boulder Council Candidates,Edward Jabari,15,,2181007836
465,196,City of Boulder Council Candidates,Cha Cha Spinrad,16,,2181007836
465,196,City of Boulder Council Candidates,Bob Yates,90,,2181007836
465,196,City of Boulder Council Candidates,Aaron Brockett,66,,2181007836
465,196,City of Boulder Council Candidates,Julianne McCabe,35,,2181007836
465,196,City of Boulder Council Candidates,Bill Rigler,36,,2181007836
465,196,City of Boulder Council Candidates,Tim Plass,59,,2181007836
465,196,City of Boulder Council Candidates,Cindy Carlisle,54,,2181007836
465,196,City of Boulder Council Candidates,Suzanne Jones,57,,2181007836
465,196,City of Boulder Council Candidates,Michael Kruteck,61,,2181007836
465,196,City of Boulder Council Candidates,Comrade Keith Percy,6,,2181007836
465,196,City of Boulder Council Candidates,Jyotsna Raj,22,,2181007836
465,196,City of Boulder Council Candidates,Jan Burton,64,,2181007836
465,196,City of Boulder Council Candidates,Don Cote,39,,2181007836
713,159,City of Boulder Council Candidates,Jared Kaszuba,12,,2181007837
713,159,City of Boulder Council Candidates,Lisa Morzel,52,,2181007837
713,159,City of Boulder Council Candidates,Leonard May,32,,2181007837
713,159,City of Boulder Council Candidates,Edward Jabari,16,,2181007837
713,159,City of Boulder Council Candidates,Cha Cha Spinrad,23,,2181007837
713,159,City of Boulder Council Candidates,Bob Yates,48,,2181007837
713,159,City of Boulder Council Candidates,Aaron Brockett,45,,2181007837
713,159,City of Boulder Council Candidates,Julianne McCabe,29,,2181007837
713,159,City of Boulder Council Candidates,Bill Rigler,25,,2181007837
713,159,City of Boulder Council Candidates,Tim Plass,30,,2181007837
713,159,City of Boulder Council Candidates,Cindy Carlisle,34,,2181007837
713,159,City of Boulder Council Candidates,Suzanne Jones,58,,2181007837
713,159,City of Boulder Council Candidates,Michael Kruteck,22,,2181007837
713,159,City of Boulder Council Candidates,Comrade Keith Percy,15,,2181007837
713,159,City of Boulder Council Candidates,Jyotsna Raj,26,,2181007837
713,159,City of Boulder Council Candidates,Jan Burton,34,,2181007837
713,159,City of Boulder Council Candidates,Don Cote,25,,2181007837
384,97,City of Boulder Council Candidates,Jared Kaszuba,16,,2181007838
384,97,City of Boulder Council Candidates,Lisa Morzel,33,,2181007838
384,97,City of Boulder Council Candidates,Leonard May,15,,2181007838
384,97,City of Boulder Council Candidates,Edward Jabari,16,,2181007838
384,97,City of Boulder Council Candidates,Cha Cha Spinrad,15,,2181007838
384,97,City of Boulder Council Candidates,Bob Yates,34,,2181007838
384,97,City of Boulder Council Candidates,Aaron Brockett,19,,2181007838
384,97,City of Boulder Council Candidates,Julianne McCabe,15,,2181007838
384,97,City of Boulder Council Candidates,Bill Rigler,18,,2181007838
384,97,City of Boulder Council Candidates,Tim Plass,20,,2181007838
384,97,City of Boulder Council Candidates,Cindy Carlisle,23,,2181007838
384,97,City of Boulder Council Candidates,Suzanne Jones,32,,2181007838
384,97,City of Boulder Council Candidates,Michael Kruteck,18,,2181007838
384,97,City of Boulder Council Candidates,Comrade Keith Percy,5,,2181007838
384,97,City of Boulder Council Candidates,Jyotsna Raj,20,,2181007838
384,97,City of Boulder Council Candidates,Jan Burton,25,,2181007838
